model	sampleSize	binLeft	binRight	count	expected	chiSq	chiP	ksD	ksP	pitL1	nScored	nZeroed
ccd0	3000	0.450000	0.500000	8590	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.500000	0.550000	9518	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.550000	0.600000	10207	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.600000	0.650000	10818	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.650000	0.700000	11799	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.700000	0.750000	12938	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.750000	0.800000	14577	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.800000	0.850000	17182	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.850000	0.900000	20657	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.900000	0.950000	28367	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
ccd0	3000	0.950000	1.000000	91092	14728.500000	460722.537597	0.00000	0.334492	8.08072e-10	0.667984	294570	5430
