newick	prob	novel
(B,(F,(C,((E,D),A))))	1.32648332992e-09	4
(B,((F,C),((E,D),A)))	1.32648332992e-09	4
(B,(C,(F,((E,D),A))))	1.32648332992e-09	4
(B,(C,((F,(E,D)),A)))	1.32648332992e-09	4
(B,(C,(((F,E),D),A)))	2.19799321463e-07	3
(B,(C,((E,(F,D)),A)))	1.32648332992e-09	4
(B,(C,((E,D),(F,A))))	1.32648332992e-09	4
(F,(B,(C,(D,(E,A)))))	1.32648332992e-09	4
((F,B),(C,(D,(E,A))))	1.32648332992e-09	4
(B,(F,(C,(D,(E,A)))))	1.32648332992e-09	4
(B,((F,C),(D,(E,A))))	1.32648332992e-09	4
(B,(C,(F,(D,(E,A)))))	1.32648332992e-09	4
(B,(C,((F,D),(E,A))))	1.32648332992e-09	4
(B,(C,(D,(F,(E,A)))))	1.32648332992e-09	4
(B,(C,(D,((F,E),A))))	2.19799321463e-07	3
(B,(C,(D,(E,(F,A)))))	1.32648332992e-09	4
